,PUD Rte,PUD Cycle,Courier id,zip,Act Base,Prod Grp,Prod Code,AR dtm,Act Tm,Open,Closed,lat,lgtd,Act Ckpt Code,PuD Type
869,PJC3,B,frozali,47630,D,WPX,P,1/16/2020 9:04,11:53,,23:59,3.0351448,101.5782913,OK,DL
870,PJC3,B,frozali,47600,D,DOX,D,1/16/2020 9:03,12:02,,23:59,3.0413752,101.565969,OK,DL
871,PJC3,B,frozali,47620,D,WPX,P,1/16/2020 9:04,12:05,,23:59,3.0440468,101.5688283,OK,DL
872,PJC3,B,frozali,47500,D,WPX,P,1/14/2020 1:26,12:08,,23:59,3.0445328,101.5682502,OK,DL
873,PJC3,B,frozali,47600,D,WPX,P,1/16/2020 1:32,12:15,,23:59,3.0443852,101.5680189,OK,DL
874,PJC3,B,frozali,47600,D,WPX,P,1/16/2020 9:04,12:20,,23:59,3.0397789,101.5703632,OK,DL
875,PJC3,B,frozali,47600,D,DOX,D,1/16/2020 9:03,12:24,,23:59,3.041839,101.5691125,OK,DL
876,PJC3,B,frozali,47620,D,DOM,N,1/15/2020 21:48,12:26,,23:59,3.0429571,101.5675318,OK,DL
877,PJC3,B,frozali,47620,D,WPX,P,1/16/2020 9:04,12:29,,23:59,3.0441747,101.565439,OK,DL
878,PJC3,B,frozali,47620,D,WPX,P,1/16/2020 1:27,12:34,,23:59,3.0457082,101.5621792,OK,DL
880,PJC3,B,frozali,47600,D,DOM,N,1/15/2020 22:35,12:43,,23:59,3.0446834,101.5630835,OK,DL
881,PJC3,B,frozali,47600,D,DOM,N,1/15/2020 21:47,12:48,,23:59,3.0456113,101.5680555,OK,DL
882,PJC3,B,frozali,47600,D,WPX,P,1/16/2020 9:04,12:53,,23:59,3.0474776,101.5731112,OK,DL
883,PJC3,B,frozali,47600,D,DOX,D,1/16/2020 9:03,12:57,,23:59,3.0497428,101.5735322,OK,DL
886,PJC3,B,frozali,47600,D,WPX,P,1/16/2020 13:08,14:49,,23:59,3.0568148,101.5820165,OK,DL
888,PJC3,B,frozali,47600,D,DOX,D,1/16/2020 13:08,14:55,,23:59,3.0621981,101.5835874,OK,DL
889,PJC3,B,frozali,47600,D,WPX,P,1/16/2020 9:04,14:58,,23:59,3.0617309,101.5809154,OK,DL
891,PJC3,B,frozali,47610,D,DOX,D,1/16/2020 9:03,15:07,,23:59,3.0544607,101.5792802,OK,DL
892,PJC3,B,frozali,47610,D,BBX,B,,15:09,,23:59,3.0525084,101.5794399,OK,DL
893,PJC3,B,frozali,47610,D,WPX,P,1/16/2020 13:08,15:15,,23:59,3.0519014,101.5782272,OK,DL
894,PJC3,B,frozali,47610,D,WPX,P,1/16/2020 9:04,15:20,,23:59,3.0530262,101.5830539,OK,DL
895,PJC3,B,frozali,47610,D,DOX,D,1/16/2020 9:03,15:23,,23:59,3.0558112,101.5826343,OK,DL
897,PJC3,B,frozali,47620,D,WPX,P,1/16/2020 1:24,15:45,,23:59,3.0415809,101.5867869,OK,DL
898,PJC3,B,frozali,47620,D,WPX,P,1/16/2020 1:32,15:48,,23:59,3.0426649,101.5859859,OK,DL
900,PJC3,B,frozali,47620,D,WPX,P,1/16/2020 9:04,16:01,,23:59,3.0481438,101.5808924,OK,DL
901,PJC3,B,frozali,47620,D,XPD,X,1/16/2020 9:03,16:04,,23:59,3.0446804,101.5824519,OK,DL
902,PJC3,B,frozali,47600,D,WPX,P,1/15/2020 9:00,16:06,,23:59,3.044597,101.5807974,OK,DL
904,PJC3,B,frozali,47630,D,WPX,P,1/16/2020 9:03,16:18,,23:59,3.0375528,101.5762158,OK,DL
906,PJC3,B,frozali,47620,D,WPX,P,1/15/2020 1:36,16:31,,23:59,3.0408695,101.5694994,OK,DL
907,PJC3,B,frozali,47600,D,WPX,P,1/16/2020 1:31,16:37,,23:59,3.046531,101.5647545,OK,DL
908,PJC3,B,frozali,47600,D,DOM,N,1/15/2020 21:51,16:38,,23:59,3.0468501,101.564907,OK,DL
910,PJC3,B,frozali,47600,D,DOX,D,1/16/2020 9:03,16:42,,23:59,3.0462471,101.5645863,OK,DL
912,PJC3,B,frozali,47600,D,WPX,P,1/16/2020 13:08,16:56,,23:59,3.0415371,101.5660209,OK,DL
919,PJC4,B,srnar,47500,D,DOM,N,,10:43,,23:59,3.0724241,101.5954943,OK,DL
920,PJC4,B,srnar,47500,D,DOM,N,1/16/2020 1:54,10:44,,23:59,3.0724241,101.5954943,OK,DL
921,PJC4,B,srnar,47500,D,WPX,P,1/16/2020 9:04,10:50,,23:59,3.0701143,101.5958794,OK,DL
922,PJC4,B,srnar,47500,D,DOM,N,1/15/2020 21:50,10:53,,23:59,3.0673764,101.5950294,OK,DL
923,PJC4,B,srnar,47500,D,DOM,N,1/16/2020 1:47,10:56,,23:59,3.0669146,101.5953374,OK,DL
924,PJC4,B,srnar,47500,D,WPX,P,1/16/2020 9:03,10:57,,23:59,3.0675771,101.595091,OK,DL
925,PJC4,B,srnar,47500,D,DOM,N,1/15/2020 22:35,10:58,,23:59,3.0679276,101.5955416,OK,DL
927,PJC4,B,srnar,47500,D,XPD,X,1/16/2020 9:04,11:02,,23:59,3.0667358,101.59703,OK,DL
928,PJC4,B,srnar,47500,D,WPX,P,1/15/2020 12:50,11:15,,23:59,3.0642954,101.5971647,OK,DL
929,PJC4,B,srnar,47500,D,DOX,D,1/16/2020 9:03,11:17,,23:59,3.0653824,101.5958493,OK,DL
930,PJC4,B,srnar,47500,D,DOX,D,1/16/2020 9:03,11:18,,23:59,3.0651858,101.595483,OK,DL
931,PJC4,B,srnar,47600,D,DOM,N,1/15/2020 22:35,11:22,,23:59,3.0624535,101.5930717,OK,DL
932,PJC4,B,srnar,47600,D,DOX,D,1/16/2020 9:03,11:30,,23:59,3.0611879,101.5931772,OK,DL
933,PJC4,B,srnar,47600,D,XEP,8,1/16/2020 9:04,11:36,,23:59,3.0575442,101.5927391,OK,DL
934,PJC4,B,srnar,47500,D,DOM,N,1/15/2020 21:46,11:43,,23:59,3.058147,101.5962895,OK,DL
935,PJC4,B,srnar,47600,D,WPX,P,1/16/2020 9:04,11:50,,23:59,3.0579025,101.6005337,OK,DL
936,PJC4,B,srnar,47600,D,WPX,P,1/16/2020 9:04,11:53,,23:59,3.0571707,101.5972667,OK,DL
937,PJC4,B,srnar,47600,D,WPX,P,1/16/2020 9:04,11:56,,23:59,3.0565778,101.595012,OK,DL
938,PJC4,B,srnar,47610,D,DOX,D,1/16/2020 9:03,12:02,,23:59,3.0546045,101.5968492,OK,DL
939,PJC4,B,srnar,47500,D,DOX,D,1/16/2020 9:03,12:07,,23:59,3.0505807,101.5953012,OK,DL
940,PJC4,B,srnar,47610,D,WPX,P,1/16/2020 9:04,12:08,,23:59,3.0505807,101.5953012,OK,DL
941,PJC4,B,srnar,47610,D,DOM,N,1/16/2020 1:46,12:11,,23:59,3.0506472,101.5969091,OK,DL
942,PJC4,B,srnar,47600,D,WPX,P,1/16/2020 9:03,12:14,,23:59,3.0501048,101.5998765,OK,DL
943,PJC4,B,srnar,47500,D,WPX,P,1/16/2020 9:04,12:16,,23:59,3.0490318,101.6002872,OK,DL
944,PJC4,B,srnar,47600,D,WPX,P,1/16/2020 9:04,12:23,,23:59,3.0449507,101.6052592,OK,DL
945,PJC4,B,srnar,47600,D,WPX,P,1/16/2020 1:27,12:29,,23:59,3.045413,101.6061276,OK,DL
946,PJC4,B,srnar,47650,D,DOX,D,1/16/2020 9:03,12:35,,23:59,3.0496189,101.6074539,OK,DL
947,PJC4,B,srnar,47610,D,DOM,N,1/15/2020 21:49,12:39,,23:59,3.0547679,101.6070536,OK,DL
948,PJC4,B,srnar,47500,D,WPX,P,1/16/2020 9:03,12:48,,23:59,3.0525376,101.5989042,OK,DL
949,PJC4,B,srnar,47500,D,DOX,D,1/16/2020 9:03,12:50,,23:59,3.0527588,101.5991062,OK,DL
953,PJC4,B,srnar,47500,D,WPX,P,1/4/2020 1:14,14:37,,23:59,3.0701756,101.5955952,OK,DL
955,PJC4,B,srnar,46150,P,,,,14:49,16:00,16:30,3.0674644,101.5989431,FP,FP
960,PJC4,B,srnar,47500,D,WPX,P,1/16/2020 13:08,15:08,,23:59,3.0637076,101.5965852,OK,DL
962,PJC4,B,srnar,47500,D,WPX,P,1/15/2020 12:50,15:21,,23:59,3.0643982,101.5969791,OK,DL
969,PJC4,B,srnar,47500,D,WPX,P,1/16/2020 13:08,16:01,,23:59,3.0494025,101.6003226,OK,DL
971,PJC4,B,srnar,47600,D,WPX,P,1/16/2020 13:08,16:09,,23:59,3.0471595,101.6045894,OK,DL
977,PJC5,B,prakpush,47500,D,WPX,P,1/16/2020 9:03,10:41,,23:59,3.0803671,101.6022915,OK,DL
978,PJC5,B,prakpush,47500,D,WPX,P,1/16/2020 1:32,10:42,,23:59,3.0803671,101.6022915,OK,DL
979,PJC5,B,prakpush,47500,D,WPX,P,1/16/2020 9:03,10:48,,23:59,3.07681,101.596741,OK,DL
980,PJC5,B,prakpush,46000,D,WPX,P,1/16/2020 1:30,11:13,,23:59,3.0787845,101.6066266,OK,DL
981,PJC5,B,prakpush,46150,D,WPX,P,1/16/2020 9:03,11:22,,23:59,3.0751785,101.6108507,OK,DL
982,PJC5,B,prakpush,46150,D,DOX,D,1/16/2020 9:03,11:24,,23:59,3.0759047,101.612102,OK,DL
983,PJC5,B,prakpush,46150,D,WPX,P,1/16/2020 9:04,11:29,,23:59,3.0768477,101.6112226,OK,DL
984,PJC5,B,prakpush,46150,D,DOX,D,1/16/2020 9:04,11:33,,23:59,3.0789281,101.6129411,OK,DL
985,PJC5,B,prakpush,46000,D,TDT,T,1/16/2020 9:04,11:46,,12:00,3.083905,101.6208621,OK,DL
986,PJC5,B,prakpush,46000,D,TDT,T,1/16/2020 9:03,11:50,,12:00,3.084233,101.6238755,OK,DL
987,PJC5,B,prakpush,46000,D,WPX,P,1/16/2020 9:03,11:56,,23:59,3.0792968,101.6289987,OK,DL
988,PJC5,B,prakpush,46150,D,WPX,P,1/16/2020 9:03,12:00,,23:59,3.0790148,101.6266601,OK,DL
989,PJC5,B,prakpush,46150,D,WPX,P,1/16/2020 1:31,12:05,,23:59,3.0792707,101.6263376,OK,DL
990,PJC5,B,prakpush,43200,D,BBX,B,,12:14,,23:59,3.0734202,101.6320236,OK,DL
991,PJC5,B,prakpush,46000,D,DOX,D,1/16/2020 9:03,12:21,,23:59,3.0746946,101.6436571,OK,DL
992,PJC5,B,prakpush,46000,D,DOX,D,1/16/2020 9:03,12:30,,23:59,3.074147,101.6500102,OK,DL
993,PJC5,B,prakpush,46150,D,WPX,P,1/16/2020 9:04,12:34,,23:59,3.0789116,101.6463932,OK,DL
994,PJC5,B,prakpush,46150,D,WPX,P,1/11/2020 2:06,12:41,,23:59,3.0797736,101.6522146,OK,DL
995,PJC5,B,prakpush,46150,D,DOM,N,1/15/2020 22:35,12:50,,23:59,3.0811605,101.6164886,OK,DL
996,PJC5,B,prakpush,46000,D,WPX,P,1/16/2020 9:03,13:03,,23:59,3.0829432,101.6280991,OK,DL
997,PJC5,B,prakpush,46150,D,DOM,N,1/15/2020 22:35,13:08,,23:59,3.0737158,101.618496,OK,DL
998,PJC5,B,prakpush,47500,D,DOX,D,1/16/2020 9:03,13:12,,23:59,3.0726472,101.6181443,OK,DL
999,PJC5,B,prakpush,46150,D,WPX,P,1/16/2020 9:03,13:15,,23:59,3.0741272,101.617355,OK,DL
1000,PJC5,B,prakpush,46150,D,WPX,P,1/16/2020 9:04,13:27,,23:59,3.0595389,101.6161963,OK,DL
1001,PJC5,B,prakpush,46150,D,WPX,P,1/16/2020 9:04,13:31,,23:59,3.0598648,101.6096323,OK,DL
1002,PJC5,B,prakpush,46150,D,XED,7,1/16/2020 9:04,13:39,,23:59,3.0614817,101.6106122,OK,DL
1003,PJC5,B,prakpush,47500,D,DOX,D,1/15/2020 8:49,13:46,,23:59,3.0616501,101.6090316,OK,DL
1004,PJC5,B,prakpush,47500,D,DOM,N,1/14/2020 23:35,14:58,,23:59,3.0792994,101.5985875,OK,DL
1005,PJC5,B,prakpush,46150,D,XEP,8,1/16/2020 9:04,15:11,,23:59,3.0820345,101.6068962,OK,DL
1006,PJC5,B,prakpush,46150,D,WPX,P,1/16/2020 9:04,15:20,,23:59,3.0811993,101.6124731,OK,DL
1007,PJC5,B,prakpush,46150,D,WPX,P,1/16/2020 9:03,15:26,,23:59,3.0828842,101.6120886,OK,DL
1008,PJC5,B,prakpush,46150,D,WPX,P,1/16/2020 9:03,15:28,,23:59,3.0828842,101.6120886,OK,DL
1009,PJC5,B,prakpush,46150,D,DOM,N,1/15/2020 22:35,15:32,,23:59,3.0844433,101.6119439,OK,DL
1010,PJC5,B,prakpush,46150,D,DOX,D,1/16/2020 9:03,15:42,,23:59,3.0818353,101.6123473,OK,DL
1012,PJC5,B,prakpush,58000,D,DOX,D,1/16/2020 9:08,15:58,,23:59,3.0836069,101.6209218,OK,DL
1016,PJC5,B,prakpush,46000,D,DOM,N,1/16/2020 13:08,16:35,,23:59,3.0791208,101.6169402,OK,DL
1018,PJC5,B,prakpush,47500,D,DOX,D,1/16/2020 9:03,17:02,,23:59,3.0645659,101.6161204,OK,DL
1020,PJC5,B,prakpush,47500,D,BBX,B,,17:08,,23:59,3.0637738,101.6162283,OK,DL
1026,PJC6,B,msabdull,47610,D,DOX,D,1/16/2020 9:03,10:52,,23:59,3.0389859,101.5945884,OK,DL
1027,PJC6,B,msabdull,47610,D,WPX,P,1/16/2020 9:04,10:55,,23:59,3.0380043,101.5949113,OK,DL
1028,PJC6,B,msabdull,47610,D,DOX,D,1/16/2020 9:03,10:57,,23:59,3.0395739,101.5955204,OK,DL
1029,PJC6,B,msabdull,47500,D,WPX,P,1/16/2020 9:03,11:01,,23:59,3.0396833,101.5960822,OK,DL
1030,PJC6,B,msabdull,47500,D,DOX,D,1/16/2020 9:03,11:05,,23:59,3.03937,101.5965403,OK,DL
1031,PJC6,B,msabdull,47600,D,WPX,P,1/16/2020 9:04,11:09,,23:59,3.0380438,101.5970459,OK,DL
1032,PJC6,B,msabdull,47600,D,DOX,D,1/16/2020 9:03,11:12,,23:59,3.0421145,101.6016355,OK,DL
1033,PJC6,B,msabdull,47500,D,DOX,D,1/16/2020 9:03,11:14,,23:59,3.0428245,101.5998313,OK,DL
1034,PJC6,B,msabdull,47500,D,DOM,N,1/16/2020 1:41,11:17,,23:59,3.044224,101.6005999,OK,DL
1035,PJC6,B,msabdull,47500,D,DOX,D,1/16/2020 9:03,11:23,,23:59,3.0419701,101.595869,OK,DL
1036,PJC6,B,msabdull,47500,D,WPX,P,1/16/2020 1:31,11:23,,23:59,3.0419701,101.595869,OK,DL
1038,PJC6,B,msabdull,47600,D,XPD,X,1/16/2020 9:03,11:31,,23:59,3.0444055,101.5955922,OK,DL
1039,PJC6,B,msabdull,47500,D,DOX,D,1/16/2020 9:03,11:36,,23:59,3.047104,101.5952948,OK,DL
1040,PJC6,B,msabdull,47500,D,WPX,P,1/16/2020 1:44,11:39,,23:59,3.0473793,101.597329,OK,DL
1041,PJC6,B,msabdull,47650,D,DOX,D,1/16/2020 9:03,11:46,,23:59,3.0360895,101.5947246,OK,DL
1042,PJC6,B,msabdull,47610,D,WPX,P,1/16/2020 9:04,11:50,,23:59,3.035941,101.5964095,OK,DL
1043,PJC6,B,msabdull,47630,D,WPX,P,1/16/2020 9:04,11:55,,23:59,3.0315288,101.5885199,OK,DL
1044,PJC6,B,msabdull,47630,D,WPX,P,1/16/2020 9:04,11:57,,23:59,3.0314981,101.5884515,OK,DL
1045,PJC6,B,msabdull,47500,D,WPX,P,1/16/2020 0:46,12:02,,23:59,3.0312354,101.5903539,OK,DL
1046,PJC6,B,msabdull,47500,D,WPX,P,1/15/2020 1:30,12:06,,23:59,3.0242734,101.5882057,OK,DL
1047,PJC6,B,msabdull,47500,D,DOM,N,1/15/2020 22:35,12:08,,23:59,3.0247059,101.5897017,OK,DL
1048,PJC6,B,msabdull,47500,D,WPX,P,1/16/2020 9:04,12:11,,23:59,3.0249996,101.5906749,OK,DL
1049,PJC6,B,msabdull,47600,D,DOX,D,1/16/2020 9:04,12:19,,23:59,3.0243754,101.5820693,OK,DL
1050,PJC6,B,msabdull,47630,D,DOX,D,1/16/2020 9:04,12:23,,23:59,3.02392,101.5817706,OK,DL
1051,PJC6,B,msabdull,47630,D,DOX,D,1/16/2020 9:04,12:24,,23:59,3.0239178,101.5817484,OK,DL
1052,PJC6,B,msabdull,47630,D,WPX,P,1/16/2020 1:29,12:27,,23:59,3.0244144,101.5807954,OK,DL
1053,PJC6,B,msabdull,47630,D,DOX,D,1/16/2020 9:03,12:32,,23:59,3.0287275,101.5813566,OK,DL
1054,PJC6,B,msabdull,47630,D,WPX,P,1/16/2020 9:03,12:34,,23:59,3.026753,101.5820385,OK,DL
1055,PJC6,B,msabdull,47630,D,WPX,P,1/16/2020 9:04,12:37,,23:59,3.0240184,101.5810142,OK,DL
1056,PJC6,B,msabdull,47610,D,WPX,P,1/16/2020 9:04,12:40,,23:59,3.0243892,101.5814135,OK,DL
1057,PJC6,B,msabdull,47630,D,WPX,P,1/16/2020 6:03,12:45,,23:59,3.0256513,101.5846293,OK,DL
1059,PJC6,B,msabdull,47630,D,WPX,P,1/16/2020 9:04,12:54,,23:59,3.0273224,101.5838167,OK,DL
1060,PJC6,B,msabdull,47650,D,DOM,N,1/15/2020 21:49,13:31,,23:59,3.025289,101.5814427,OK,DL
1061,PJC6,B,msabdull,47650,D,DOX,D,1/16/2020 9:03,13:31,,23:59,3.025289,101.5814427,OK,DL
1062,PJC6,B,msabdull,47650,D,DOM,N,1/16/2020 1:54,13:33,,23:59,3.0229162,101.5809898,OK,DL
1064,PJC6,B,msabdull,47650,D,DOX,D,1/15/2020 19:07,13:36,,23:59,3.0219063,101.5804174,OK,DL
1065,PJC6,B,msabdull,47650,D,DOX,D,1/16/2020 9:04,13:39,,23:59,3.0219063,101.5804174,OK,DL
1066,PJC6,B,msabdull,47650,D,DOM,N,1/16/2020 0:50,13:47,,23:59,3.0259404,101.5798459,OK,DL
1068,PJC6,B,msabdull,47650,D,DOM,N,1/15/2020 22:35,13:51,,23:59,3.0259404,101.5798459,OK,DL
1069,PJC6,B,msabdull,47650,D,WPX,P,1/16/2020 9:04,14:02,,23:59,3.0219242,101.5817438,OK,DL
1070,PJC6,B,msabdull,47650,D,DOX,D,1/16/2020 9:03,14:03,,23:59,3.0216834,101.5814966,OK,DL
1071,PJC6,B,msabdull,47650,D,DOX,D,1/16/2020 9:03,14:05,,23:59,3.021686,101.5815987,OK,DL
1072,PJC6,B,msabdull,47650,D,DOM,N,1/15/2020 21:48,14:08,,23:59,3.0208419,101.5796631,OK,DL
1073,PJC6,B,msabdull,47630,D,WPX,P,1/15/2020 8:51,15:00,,23:59,3.0275634,101.5861138,OK,DL
1075,PJC6,B,msabdull,47500,D,WPX,P,1/15/2020 9:00,15:14,,23:59,3.0320604,101.5942878,OK,DL
1078,PJC6,B,msabdull,47600,D,WPX,P,1/15/2020 9:00,15:35,,23:59,3.0399764,101.5937846,OK,DL
1083,PJC6,B,msabdull,47500,D,WPX,P,1/16/2020 9:04,16:19,,23:59,3.0354485,101.5956282,OK,DL
1085,PJC6,B,msabdull,47610,D,DOM,N,1/15/2020 21:47,16:31,,23:59,3.0337322,101.5924565,OK,DL
1095,PJC6,N,muchella,47610,P,,,,19:50,18:45,21:45,3.033467,101.592015,FP,FP
1099,PJD1,B,epjncg01,47400,D,DOT,1,1/16/2020 0:24,10:56,,12:00,3.1395944,101.6146004,OK,DL
1100,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,11:10,,23:59,3.1468505,101.6166334,OK,DL
1101,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,11:14,,23:59,3.1468505,101.6166334,OK,DL
1105,PJD1,B,epjncg01,47800,D,WPX,P,1/16/2020 9:04,11:49,,23:59,3.1494516,101.6158143,OK,DL
1107,PJD1,B,epjncg01,47400,D,WPX,P,1/16/2020 9:04,12:51,,23:59,3.1372607,101.6132727,OK,DL
1108,PJD1,B,epjncg01,47400,D,WPX,P,1/16/2020 9:04,12:57,,23:59,3.136114,101.6127248,OK,DL
1109,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,13:15,,23:59,3.1309139,101.6052141,OK,DL
1110,PJD1,B,epjncg01,47800,D,WPX,P,1/16/2020 9:04,13:24,,23:59,3.1297811,101.603372,OK,DL
1111,PJD1,B,epjncg01,47800,D,WPX,P,1/16/2020 9:04,13:31,,23:59,3.129244,101.6035838,OK,DL
1112,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,13:34,,23:59,3.1292244,101.6038196,OK,DL
1113,PJD1,B,epjncg01,47800,D,WPX,P,1/15/2020 9:01,13:37,,23:59,3.1271187,101.6062398,OK,DL
1114,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:04,13:48,,23:59,3.1366137,101.6070756,OK,DL
1116,PJD1,B,epjncg01,47800,D,WPX,P,1/16/2020 9:04,14:06,,23:59,3.13867,101.6109196,OK,DL
1117,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,14:14,,23:59,3.1365008,101.6087102,OK,DL
1118,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,14:16,,23:59,3.1365008,101.6087102,OK,DL
1119,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,14:22,,23:59,3.1363077,101.6089917,OK,DL
1120,PJD1,B,epjncg01,47800,D,WPX,P,1/16/2020 9:03,14:24,,23:59,3.1360186,101.6085974,OK,DL
1121,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,14:36,,23:59,3.1351351,101.6051079,OK,DL
1122,PJD1,B,epjncg01,47400,D,WPX,P,1/16/2020 9:19,14:47,,23:59,3.1340916,101.6095935,OK,DL
1123,PJD1,B,epjncg01,47400,D,WPX,P,1/16/2020 9:04,15:13,,23:59,3.1326622,101.6122816,OK,DL
1126,PJD1,B,epjncg01,47400,D,WPX,P,1/11/2020 1:38,15:43,,23:59,3.1324506,101.6138129,OK,DL
1127,PJD1,B,epjncg01,47800,D,WPX,P,1/16/2020 9:04,16:09,,23:59,3.1471865,101.6160478,OK,DL
1128,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,16:15,,23:59,3.1469087,101.6159445,OK,DL
1132,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,16:38,,23:59,3.1468498,101.6160398,OK,DL
1133,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,16:41,,23:59,3.1468498,101.6160398,OK,DL
1135,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,16:45,,23:59,3.1468498,101.6160398,OK,DL
1136,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,17:18,,23:59,3.1465122,101.615938,OK,DL
1139,PJD1,B,epjncg01,47800,D,WPX,P,1/16/2020 9:04,17:54,,23:59,3.1493254,101.6077115,OK,DL
1140,PJD1,B,epjncg01,47800,D,WPX,P,1/16/2020 9:04,17:57,,23:59,3.1482958,101.607462,OK,DL
1141,PJD1,B,epjncg01,47800,D,DOX,D,1/16/2020 9:03,18:01,,23:59,3.1460916,101.6072081,OK,DL
1143,PJD1,B,epjncg01,47800,D,WPX,P,1/16/2020 9:04,18:22,,23:59,3.1406263,101.6073712,OK,DL
1144,PJD1,B,epjncg01,47800,D,WPX,P,1/16/2020 9:03,18:24,,23:59,3.1412052,101.6060827,OK,DL
1147,PJD1,B,epjncg01,47800,D,WPX,P,1/16/2020 6:03,18:34,,23:59,3.1426397,101.6079615,OK,DL
1149,PJD1,B,epjncg01,47800,D,WPX,P,1/16/2020 9:03,18:47,,23:59,3.1397629,101.6115213,OK,DL
1151,PJD1,B,epjncg01,47400,D,WPX,P,1/16/2020 9:03,19:02,,23:59,3.1320527,101.6115794,OK,DL
1154,PJD2,B,mohdmoha,47400,D,WPX,P,1/16/2020 9:04,11:01,,23:59,3.1365531,101.6219152,OK,DL
1155,PJD2,B,mohdmoha,47400,D,WPX,P,1/16/2020 9:04,11:07,,23:59,3.1365531,101.6219152,OK,DL
1156,PJD2,B,mohdmoha,47400,D,WPX,P,1/16/2020 9:03,11:09,,23:59,3.1365531,101.6219152,OK,DL
1157,PJD2,B,mohdmoha,47400,D,DOM,N,1/15/2020 22:35,11:13,,23:59,3.1361479,101.6209466,OK,DL
1158,PJD2,B,mohdmoha,47400,D,DOX,D,1/16/2020 9:04,11:23,,23:59,3.1371248,101.6227852,OK,DL
1159,PJD2,B,mohdmoha,47400,D,DOX,D,1/16/2020 9:03,11:25,,23:59,3.1371248,101.6227852,OK,DL
1166,PJD2,B,mohdmoha,47400,D,DOX,D,1/16/2020 9:03,12:40,,23:59,3.1370642,101.6229396,OK,DL
1167,PJD2,B,mohdmoha,47400,D,DOX,D,1/16/2020 9:03,12:46,,23:59,3.1422684,101.6204212,OK,DL
1169,PJD2,B,mohdmoha,47400,D,WPX,P,1/16/2020 9:04,13:01,,23:59,3.1328099,101.6174851,OK,DL
1170,PJD2,B,mohdmoha,47400,D,WPX,P,1/16/2020 9:03,13:04,,23:59,3.135554,101.6201889,OK,DL
1173,PJD2,B,mohdmoha,47400,D,DOM,N,1/15/2020 21:48,15:14,,23:59,3.1379648,101.6256525,OK,DL
1175,PJD2,B,mohdmoha,60000,D,WPX,P,1/16/2020 9:03,15:30,,23:59,3.1350712,101.629746,OK,DL
1176,PJD2,B,mohdmoha,60000,D,DOX,D,1/16/2020 9:04,15:41,,23:59,3.1319678,101.6304031,OK,DL
1178,PJD2,B,mohdmoha,60000,D,WPX,P,1/13/2020 0:45,15:58,,23:59,3.1319847,101.6306309,OK,DL
1179,PJD2,B,mohdmoha,60000,D,XEP,8,1/16/2020 9:04,16:02,,23:59,3.131873,101.6308147,OK,DL
1181,PJD2,B,mohdmoha,60000,D,WPX,P,1/16/2020 9:04,16:05,,23:59,3.131873,101.6308147,OK,DL
1183,PJD2,B,mohdmoha,60000,D,DOX,D,1/16/2020 9:04,16:16,,23:59,3.1362167,101.6303906,OK,DL
1184,PJD2,B,mohdmoha,47400,D,WPX,P,1/16/2020 6:03,16:26,,23:59,3.1365398,101.6218953,OK,DL
1188,PJD2,B,mohdmoha,47400,P,,,,16:52,17:00,17:30,3.1370637,101.622486,FP,FP
1189,PJD2,B,mohdmoha,47400,P,,,,16:55,16:30,17:00,3.1370637,101.622486,FP,FP
1191,PJD2,B,mohdmoha,47400,D,DOX,D,1/16/2020 9:03,17:10,,23:59,3.1330739,101.6222844,OK,DL
1192,PJD2,B,mohdmoha,47400,D,WPX,P,1/16/2020 9:03,17:14,,23:59,3.1332913,101.6221832,OK,DL
1194,PJD2,B,mohdmoha,47400,D,WPX,P,1/15/2020 9:00,17:36,,23:59,3.135265,101.623684,OK,DL
1200,PJD3,B,asanmuga,47820,D,WPX,P,1/16/2020 9:03,11:00,,23:59,3.164638,101.6094709,OK,DL
1201,PJD3,B,asanmuga,47820,D,WPX,P,1/16/2020 9:04,11:03,,23:59,3.1658059,101.6063962,OK,DL
1202,PJD3,B,asanmuga,47820,D,BBX,B,,11:05,,23:59,3.1660222,101.6063454,OK,DL
1203,PJD3,B,asanmuga,47820,D,DOX,D,1/16/2020 9:03,11:09,,23:59,3.1655777,101.6067456,OK,DL
1204,PJD3,B,asanmuga,47820,D,WPX,P,1/16/2020 9:04,11:17,,23:59,3.1662204,101.6053924,OK,DL
1205,PJD3,B,asanmuga,47820,D,WPX,P,1/16/2020 9:04,11:24,,23:59,3.164104,101.6117178,OK,DL
