,Unnamed: 0,PUD Rte,PUD Cycle,Courier id,zip,Act Base,Prod Grp,Prod Code,AR dtm,Act Tm,Open,Closed,lat,lgtd,Act Ckpt Code,PuD Type
682,996,PJC5,B,prakpush,46000,D,WPX,P,2020-01-16 09:03:00,13:03,,23:59,3.0829432,101.62809909999999,OK,DL
683,997,PJC5,B,prakpush,46150,D,DOM,N,2020-01-15 22:35:00,13:08,,23:59,3.0737158,101.618496,OK,DL
684,998,PJC5,B,prakpush,47500,D,DOX,D,2020-01-16 09:03:00,13:12,,23:59,3.0726472,101.6181443,OK,DL
685,999,PJC5,B,prakpush,46150,D,WPX,P,2020-01-16 09:03:00,13:15,,23:59,3.0741272,101.617355,OK,DL
686,1000,PJC5,B,prakpush,46150,D,WPX,P,2020-01-16 09:04:00,13:27,,23:59,3.0595388999999997,101.6161963,OK,DL
687,1001,PJC5,B,prakpush,46150,D,WPX,P,2020-01-16 09:04:00,13:31,,23:59,3.0598647999999997,101.6096323,OK,DL
688,1002,PJC5,B,prakpush,46150,D,XED,7,2020-01-16 09:04:00,13:39,,23:59,3.0614817000000003,101.61061219999999,OK,DL
689,1003,PJC5,B,prakpush,47500,D,DOX,D,2020-01-15 08:49:00,13:46,,23:59,3.0616501,101.6090316,OK,DL
691,1005,PJC5,B,prakpush,46150,D,XEP,8,2020-01-16 09:04:00,15:11,,23:59,3.0820345000000002,101.60689620000001,OK,DL
692,1006,PJC5,B,prakpush,46150,D,WPX,P,2020-01-16 09:04:00,15:20,,23:59,3.0811992999999998,101.61247309999999,OK,DL
693,1007,PJC5,B,prakpush,46150,D,WPX,P,2020-01-16 09:03:00,15:26,,23:59,3.0828842,101.61208859999999,OK,DL
694,1008,PJC5,B,prakpush,46150,D,WPX,P,2020-01-16 09:03:00,15:28,,23:59,3.0828842,101.61208859999999,OK,DL
695,1009,PJC5,B,prakpush,46150,D,DOM,N,2020-01-15 22:35:00,15:32,,23:59,3.0844432999999998,101.6119439,OK,DL
696,1010,PJC5,B,prakpush,46150,D,DOX,D,2020-01-16 09:03:00,15:42,,23:59,3.0818353,101.6123473,OK,DL
697,1012,PJC5,B,prakpush,58000,D,DOX,D,2020-01-16 09:08:00,15:58,,23:59,3.0836069,101.6209218,OK,DL
699,1018,PJC5,B,prakpush,47500,D,DOX,D,2020-01-16 09:03:00,17:02,,23:59,3.0645659,101.6161204,OK,DL
701,1026,PJC6,B,msabdull,47610,D,DOX,D,2020-01-16 09:03:00,10:52,,23:59,3.0389859,101.5945884,OK,DL
702,1027,PJC6,B,msabdull,47610,D,WPX,P,2020-01-16 09:04:00,10:55,,23:59,3.0380043,101.5949113,OK,DL
703,1028,PJC6,B,msabdull,47610,D,DOX,D,2020-01-16 09:03:00,10:57,,23:59,3.0395738999999997,101.5955204,OK,DL
704,1029,PJC6,B,msabdull,47500,D,WPX,P,2020-01-16 09:03:00,11:01,,23:59,3.0396833,101.5960822,OK,DL
705,1030,PJC6,B,msabdull,47500,D,DOX,D,2020-01-16 09:03:00,11:05,,23:59,3.03937,101.59654029999999,OK,DL
706,1031,PJC6,B,msabdull,47600,D,WPX,P,2020-01-16 09:04:00,11:09,,23:59,3.0380437999999996,101.5970459,OK,DL
707,1032,PJC6,B,msabdull,47600,D,DOX,D,2020-01-16 09:03:00,11:12,,23:59,3.0421145,101.6016355,OK,DL
708,1033,PJC6,B,msabdull,47500,D,DOX,D,2020-01-16 09:03:00,11:14,,23:59,3.0428245,101.59983129999999,OK,DL
709,1034,PJC6,B,msabdull,47500,D,DOM,N,2020-01-16 01:41:00,11:17,,23:59,3.0442240000000003,101.6005999,OK,DL
710,1035,PJC6,B,msabdull,47500,D,DOX,D,2020-01-16 09:03:00,11:23,,23:59,3.0419701,101.595869,OK,DL
711,1036,PJC6,B,msabdull,47500,D,WPX,P,2020-01-16 01:31:00,11:23,,23:59,3.0419701,101.595869,OK,DL
712,1038,PJC6,B,msabdull,47600,D,XPD,X,2020-01-16 09:03:00,11:31,,23:59,3.0444055,101.5955922,OK,DL
713,1039,PJC6,B,msabdull,47500,D,DOX,D,2020-01-16 09:03:00,11:36,,23:59,3.047104,101.59529479999999,OK,DL
714,1040,PJC6,B,msabdull,47500,D,WPX,P,2020-01-16 01:44:00,11:39,,23:59,3.0473793,101.597329,OK,DL
715,1041,PJC6,B,msabdull,47650,D,DOX,D,2020-01-16 09:03:00,11:46,,23:59,3.0360895,101.59472459999999,OK,DL
716,1042,PJC6,B,msabdull,47610,D,WPX,P,2020-01-16 09:04:00,11:50,,23:59,3.035941,101.5964095,OK,DL
717,1043,PJC6,B,msabdull,47630,D,WPX,P,2020-01-16 09:04:00,11:55,,23:59,3.0315288,101.58851990000001,OK,DL
718,1044,PJC6,B,msabdull,47630,D,WPX,P,2020-01-16 09:04:00,11:57,,23:59,3.0314981,101.5884515,OK,DL
719,1045,PJC6,B,msabdull,47500,D,WPX,P,2020-01-16 00:46:00,12:02,,23:59,3.0312354,101.59035390000001,OK,DL
720,1046,PJC6,B,msabdull,47500,D,WPX,P,2020-01-15 01:30:00,12:06,,23:59,3.0242734000000002,101.5882057,OK,DL
721,1047,PJC6,B,msabdull,47500,D,DOM,N,2020-01-15 22:35:00,12:08,,23:59,3.0247059,101.5897017,OK,DL
722,1048,PJC6,B,msabdull,47500,D,WPX,P,2020-01-16 09:04:00,12:11,,23:59,3.0249996,101.59067490000001,OK,DL
723,1049,PJC6,B,msabdull,47600,D,DOX,D,2020-01-16 09:04:00,12:19,,23:59,3.0243754000000003,101.5820693,OK,DL
724,1050,PJC6,B,msabdull,47630,D,DOX,D,2020-01-16 09:04:00,12:23,,23:59,3.02392,101.58177059999998,OK,DL
725,1051,PJC6,B,msabdull,47630,D,DOX,D,2020-01-16 09:04:00,12:24,,23:59,3.0239178,101.58174840000001,OK,DL
726,1052,PJC6,B,msabdull,47630,D,WPX,P,2020-01-16 01:29:00,12:27,,23:59,3.0244144,101.5807954,OK,DL
727,1053,PJC6,B,msabdull,47630,D,DOX,D,2020-01-16 09:03:00,12:32,,23:59,3.0287275,101.58135659999999,OK,DL
728,1054,PJC6,B,msabdull,47630,D,WPX,P,2020-01-16 09:03:00,12:34,,23:59,3.026753,101.5820385,OK,DL
729,1055,PJC6,B,msabdull,47630,D,WPX,P,2020-01-16 09:04:00,12:37,,23:59,3.0240183999999997,101.5810142,OK,DL
730,1056,PJC6,B,msabdull,47610,D,WPX,P,2020-01-16 09:04:00,12:40,,23:59,3.0243892000000003,101.5814135,OK,DL
731,1057,PJC6,B,msabdull,47630,D,WPX,P,2020-01-16 06:03:00,12:45,,23:59,3.0256513,101.58462929999999,OK,DL
732,1059,PJC6,B,msabdull,47630,D,WPX,P,2020-01-16 09:04:00,12:54,,23:59,3.0273223999999996,101.5838167,OK,DL
733,1060,PJC6,B,msabdull,47650,D,DOM,N,2020-01-15 21:49:00,13:31,,23:59,3.025289,101.5814427,OK,DL
734,1061,PJC6,B,msabdull,47650,D,DOX,D,2020-01-16 09:03:00,13:31,,23:59,3.025289,101.5814427,OK,DL
735,1062,PJC6,B,msabdull,47650,D,DOM,N,2020-01-16 01:54:00,13:33,,23:59,3.0229162,101.5809898,OK,DL
736,1064,PJC6,B,msabdull,47650,D,DOX,D,2020-01-15 19:07:00,13:36,,23:59,3.0219063,101.58041740000002,OK,DL
737,1065,PJC6,B,msabdull,47650,D,DOX,D,2020-01-16 09:04:00,13:39,,23:59,3.0219063,101.58041740000002,OK,DL
738,1066,PJC6,B,msabdull,47650,D,DOM,N,2020-01-16 00:50:00,13:47,,23:59,3.0259403999999996,101.57984590000001,OK,DL
739,1068,PJC6,B,msabdull,47650,D,DOM,N,2020-01-15 22:35:00,13:51,,23:59,3.0259403999999996,101.57984590000001,OK,DL
740,1069,PJC6,B,msabdull,47650,D,WPX,P,2020-01-16 09:04:00,14:02,,23:59,3.0219242000000004,101.5817438,OK,DL
741,1070,PJC6,B,msabdull,47650,D,DOX,D,2020-01-16 09:03:00,14:03,,23:59,3.0216833999999997,101.5814966,OK,DL
742,1071,PJC6,B,msabdull,47650,D,DOX,D,2020-01-16 09:03:00,14:05,,23:59,3.021686,101.58159870000001,OK,DL
743,1072,PJC6,B,msabdull,47650,D,DOM,N,2020-01-15 21:48:00,14:08,,23:59,3.0208418999999997,101.57966309999999,OK,DL
744,1073,PJC6,B,msabdull,47630,D,WPX,P,2020-01-15 08:51:00,15:00,,23:59,3.0275634,101.58611379999999,OK,DL
745,1075,PJC6,B,msabdull,47500,D,WPX,P,2020-01-15 09:00:00,15:14,,23:59,3.0320603999999998,101.5942878,OK,DL
746,1078,PJC6,B,msabdull,47600,D,WPX,P,2020-01-15 09:00:00,15:35,,23:59,3.0399764,101.59378459999999,OK,DL
747,1083,PJC6,B,msabdull,47500,D,WPX,P,2020-01-16 09:04:00,16:19,,23:59,3.0354485,101.59562820000001,OK,DL
748,1085,PJC6,B,msabdull,47610,D,DOM,N,2020-01-15 21:47:00,16:31,,23:59,3.0337322,101.5924565,OK,DL
750,1099,PJD1,B,epjncg01,47400,D,DOT,1,2020-01-16 00:24:00,10:56,,12:00,3.1395944,101.6146004,OK,DL
751,1100,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,11:10,,23:59,3.1468505,101.6166334,OK,DL
752,1101,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,11:14,,23:59,3.1468505,101.6166334,OK,DL
753,1105,PJD1,B,epjncg01,47800,D,WPX,P,2020-01-16 09:04:00,11:49,,23:59,3.1494516,101.6158143,OK,DL
754,1107,PJD1,B,epjncg01,47400,D,WPX,P,2020-01-16 09:04:00,12:51,,23:59,3.1372607000000006,101.61327270000001,OK,DL
755,1108,PJD1,B,epjncg01,47400,D,WPX,P,2020-01-16 09:04:00,12:57,,23:59,3.136114,101.6127248,OK,DL
756,1109,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,13:15,,23:59,3.1309139,101.6052141,OK,DL
757,1110,PJD1,B,epjncg01,47800,D,WPX,P,2020-01-16 09:04:00,13:24,,23:59,3.1297811,101.603372,OK,DL
758,1111,PJD1,B,epjncg01,47800,D,WPX,P,2020-01-16 09:04:00,13:31,,23:59,3.129244,101.6035838,OK,DL
759,1112,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,13:34,,23:59,3.1292244,101.6038196,OK,DL
760,1113,PJD1,B,epjncg01,47800,D,WPX,P,2020-01-15 09:01:00,13:37,,23:59,3.1271187,101.6062398,OK,DL
761,1114,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:04:00,13:48,,23:59,3.1366137000000003,101.60707559999999,OK,DL
762,1116,PJD1,B,epjncg01,47800,D,WPX,P,2020-01-16 09:04:00,14:06,,23:59,3.1386700000000003,101.6109196,OK,DL
763,1117,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,14:14,,23:59,3.1365008,101.6087102,OK,DL
764,1118,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,14:16,,23:59,3.1365008,101.6087102,OK,DL
765,1119,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,14:22,,23:59,3.1363077,101.6089917,OK,DL
766,1120,PJD1,B,epjncg01,47800,D,WPX,P,2020-01-16 09:03:00,14:24,,23:59,3.1360186000000003,101.60859740000001,OK,DL
767,1121,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,14:36,,23:59,3.1351351000000003,101.60510790000001,OK,DL
769,1123,PJD1,B,epjncg01,47400,D,WPX,P,2020-01-16 09:04:00,15:13,,23:59,3.1326622000000004,101.6122816,OK,DL
771,1127,PJD1,B,epjncg01,47800,D,WPX,P,2020-01-16 09:04:00,16:09,,23:59,3.1471865,101.6160478,OK,DL
772,1128,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,16:15,,23:59,3.1469087000000004,101.6159445,OK,DL
773,1132,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,16:38,,23:59,3.1468498,101.6160398,OK,DL
774,1133,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,16:41,,23:59,3.1468498,101.6160398,OK,DL
775,1135,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,16:45,,23:59,3.1468498,101.6160398,OK,DL
776,1136,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,17:18,,23:59,3.1465122,101.615938,OK,DL
777,1139,PJD1,B,epjncg01,47800,D,WPX,P,2020-01-16 09:04:00,17:54,,23:59,3.1493254,101.6077115,OK,DL
778,1140,PJD1,B,epjncg01,47800,D,WPX,P,2020-01-16 09:04:00,17:57,,23:59,3.1482958,101.607462,OK,DL
779,1141,PJD1,B,epjncg01,47800,D,DOX,D,2020-01-16 09:03:00,18:01,,23:59,3.1460916,101.6072081,OK,DL
780,1143,PJD1,B,epjncg01,47800,D,WPX,P,2020-01-16 09:04:00,18:22,,23:59,3.1406263,101.6073712,OK,DL
781,1144,PJD1,B,epjncg01,47800,D,WPX,P,2020-01-16 09:03:00,18:24,,23:59,3.1412052000000004,101.6060827,OK,DL
782,1147,PJD1,B,epjncg01,47800,D,WPX,P,2020-01-16 06:03:00,18:34,,23:59,3.1426397,101.6079615,OK,DL
783,1149,PJD1,B,epjncg01,47800,D,WPX,P,2020-01-16 09:03:00,18:47,,23:59,3.1397629,101.61152129999999,OK,DL
784,1151,PJD1,B,epjncg01,47400,D,WPX,P,2020-01-16 09:03:00,19:02,,23:59,3.1320527,101.61157940000001,OK,DL
785,1154,PJD2,B,mohdmoha,47400,D,WPX,P,2020-01-16 09:04:00,11:01,,23:59,3.1365531000000004,101.6219152,OK,DL
786,1155,PJD2,B,mohdmoha,47400,D,WPX,P,2020-01-16 09:04:00,11:07,,23:59,3.1365531000000004,101.6219152,OK,DL
787,1156,PJD2,B,mohdmoha,47400,D,WPX,P,2020-01-16 09:03:00,11:09,,23:59,3.1365531000000004,101.6219152,OK,DL
788,1157,PJD2,B,mohdmoha,47400,D,DOM,N,2020-01-15 22:35:00,11:13,,23:59,3.1361479,101.6209466,OK,DL
789,1158,PJD2,B,mohdmoha,47400,D,DOX,D,2020-01-16 09:04:00,11:23,,23:59,3.1371248,101.62278520000001,OK,DL
790,1159,PJD2,B,mohdmoha,47400,D,DOX,D,2020-01-16 09:03:00,11:25,,23:59,3.1371248,101.62278520000001,OK,DL
791,1166,PJD2,B,mohdmoha,47400,D,DOX,D,2020-01-16 09:03:00,12:40,,23:59,3.1370642,101.6229396,OK,DL
792,1167,PJD2,B,mohdmoha,47400,D,DOX,D,2020-01-16 09:03:00,12:46,,23:59,3.1422684,101.62042120000001,OK,DL
793,1169,PJD2,B,mohdmoha,47400,D,WPX,P,2020-01-16 09:04:00,13:01,,23:59,3.1328099,101.6174851,OK,DL
794,1170,PJD2,B,mohdmoha,47400,D,WPX,P,2020-01-16 09:03:00,13:04,,23:59,3.135554,101.6201889,OK,DL
795,1173,PJD2,B,mohdmoha,47400,D,DOM,N,2020-01-15 21:48:00,15:14,,23:59,3.1379647999999998,101.6256525,OK,DL
796,1175,PJD2,B,mohdmoha,60000,D,WPX,P,2020-01-16 09:03:00,15:30,,23:59,3.1350712000000005,101.629746,OK,DL
797,1176,PJD2,B,mohdmoha,60000,D,DOX,D,2020-01-16 09:04:00,15:41,,23:59,3.1319678,101.6304031,OK,DL
799,1179,PJD2,B,mohdmoha,60000,D,XEP,8,2020-01-16 09:04:00,16:02,,23:59,3.131873,101.6308147,OK,DL
800,1181,PJD2,B,mohdmoha,60000,D,WPX,P,2020-01-16 09:04:00,16:05,,23:59,3.131873,101.6308147,OK,DL
801,1183,PJD2,B,mohdmoha,60000,D,DOX,D,2020-01-16 09:04:00,16:16,,23:59,3.1362167000000003,101.6303906,OK,DL
802,1184,PJD2,B,mohdmoha,47400,D,WPX,P,2020-01-16 06:03:00,16:26,,23:59,3.1365397999999995,101.62189529999999,OK,DL
805,1191,PJD2,B,mohdmoha,47400,D,DOX,D,2020-01-16 09:03:00,17:10,,23:59,3.1330739,101.6222844,OK,DL
806,1192,PJD2,B,mohdmoha,47400,D,WPX,P,2020-01-16 09:03:00,17:14,,23:59,3.1332913,101.62218320000001,OK,DL
807,1194,PJD2,B,mohdmoha,47400,D,WPX,P,2020-01-15 09:00:00,17:36,,23:59,3.135265,101.623684,OK,DL
808,1200,PJD3,B,asanmuga,47820,D,WPX,P,2020-01-16 09:03:00,11:00,,23:59,3.164638,101.6094709,OK,DL
809,1201,PJD3,B,asanmuga,47820,D,WPX,P,2020-01-16 09:04:00,11:03,,23:59,3.1658058999999996,101.6063962,OK,DL
811,1203,PJD3,B,asanmuga,47820,D,DOX,D,2020-01-16 09:03:00,11:09,,23:59,3.1655777,101.60674559999998,OK,DL
812,1204,PJD3,B,asanmuga,47820,D,WPX,P,2020-01-16 09:04:00,11:17,,23:59,3.1662204,101.60539240000001,OK,DL
813,1205,PJD3,B,asanmuga,47820,D,WPX,P,2020-01-16 09:04:00,11:24,,23:59,3.164104,101.6117178,OK,DL
814,1206,PJD3,B,asanmuga,47820,D,WPX,P,2020-01-16 09:04:00,11:31,,23:59,3.1645047,101.60931409999999,OK,DL
815,1207,PJD3,B,asanmuga,47820,D,WPX,P,2020-01-16 09:03:00,11:47,,23:59,3.165604,101.6134156,OK,DL
816,1208,PJD3,B,asanmuga,47820,D,DOM,N,2020-01-15 21:51:00,11:51,,23:59,3.1646811,101.6125681,OK,DL
817,1209,PJD3,B,asanmuga,47810,D,DOX,D,2020-01-16 09:03:00,12:03,,23:59,3.1578524,101.6108532,OK,DL
818,1210,PJD3,B,asanmuga,47810,D,WPX,P,2020-01-16 09:03:00,12:10,,23:59,3.1558300999999997,101.60943950000001,OK,DL
819,1211,PJD3,B,asanmuga,47810,D,DOX,D,2020-01-16 09:03:00,12:12,,23:59,3.1558300999999997,101.60943950000001,OK,DL
821,1213,PJD3,B,asanmuga,47810,D,WPX,P,2020-01-16 09:03:00,12:25,,23:59,3.1554539,101.60954079999999,OK,DL
822,1215,PJD3,B,asanmuga,47810,D,WPX,P,2020-01-16 09:04:00,12:38,,23:59,3.1578082000000003,101.6127309,OK,DL
823,1216,PJD3,B,asanmuga,47810,D,DOM,N,2020-01-15 21:51:00,12:41,,23:59,3.1579433,101.61265490000001,OK,DL
824,1218,PJD3,B,asanmuga,47800,D,WPX,P,2020-01-16 09:04:00,12:49,,23:59,3.1562356,101.61357679999999,OK,DL
825,1219,PJD3,B,asanmuga,47810,D,WPX,P,2020-01-16 09:03:00,12:54,,23:59,3.1596203,101.6150256,OK,DL
826,1220,PJD3,B,asanmuga,47820,D,WPX,P,2020-01-16 09:03:00,13:45,,23:59,3.1659615000000003,101.60535990000001,OK,DL
827,1221,PJD3,B,asanmuga,47820,D,WPX,P,2020-01-16 09:03:00,13:54,,23:59,3.1776303,101.6022251,OK,DL
828,1222,PJD3,B,asanmuga,47820,D,WPX,P,2020-01-16 09:04:00,14:13,,23:59,3.1724859,101.60291120000001,OK,DL
829,1223,PJD3,B,asanmuga,47800,D,DOX,D,2020-01-16 09:03:00,14:15,,23:59,3.1724859,101.60291120000001,OK,DL
830,1224,PJD3,B,asanmuga,47820,D,WPX,P,2020-01-16 09:03:00,14:25,,23:59,3.1728287999999996,101.60493690000001,OK,DL
832,1226,PJD3,B,asanmuga,47820,D,XED,7,2020-01-16 09:03:00,14:40,,23:59,3.1711584999999998,101.6073887,OK,DL
833,1227,PJD3,B,asanmuga,47820,D,WPX,P,2020-01-16 09:04:00,15:17,,23:59,3.1658068999999998,101.6116415,OK,DL
834,1228,PJD3,B,asanmuga,47810,D,WPX,P,2020-01-15 08:51:00,15:29,,23:59,3.1620455,101.6125632,OK,DL
835,1229,PJD3,B,asanmuga,47800,D,DOX,D,2020-01-16 09:03:00,15:31,,23:59,3.1620455,101.6125632,OK,DL
836,1230,PJD3,B,asanmuga,47810,D,DOM,N,2020-01-15 21:46:00,15:32,,23:59,3.1620455,101.6125632,OK,DL
837,1231,PJD3,B,asanmuga,47810,D,DOX,D,2020-01-16 09:03:00,15:34,,23:59,3.1620455,101.6125632,OK,DL
838,1232,PJD3,B,asanmuga,47810,D,DOM,N,2020-01-15 21:51:00,15:34,,23:59,3.1620455,101.6125632,OK,DL
839,1233,PJD3,B,asanmuga,47810,D,WPX,P,2020-01-16 09:04:00,15:40,,23:59,3.1616315,101.6125565,OK,DL
840,1234,PJD3,B,asanmuga,47800,D,WPX,P,2020-01-16 09:03:00,15:41,,23:59,3.1616315,101.6125565,OK,DL
841,1236,PJD3,B,asanmuga,47800,D,WPX,P,2020-01-16 01:30:00,15:55,,23:59,3.1590604,101.60309699999999,OK,DL
842,1237,PJD3,B,asanmuga,47800,D,DOX,D,2020-01-16 09:03:00,16:07,,23:59,3.1598656000000003,101.60282059999999,OK,DL
843,1238,PJD3,B,asanmuga,47810,D,WPX,P,2020-01-16 09:03:00,16:12,,23:59,3.1629970000000003,101.6072742,OK,DL
845,1240,PJD3,B,asanmuga,47800,D,WPX,P,2020-01-16 09:04:00,16:19,,23:59,3.1576324000000002,101.6063887,OK,DL
846,1244,PJD3,B,asanmuga,47810,D,DOM,N,2020-01-16 00:04:00,16:51,,23:59,3.1601071,101.61272890000001,OK,DL
847,1245,PJD3,B,asanmuga,47810,D,DOM,N,2020-01-16 01:54:00,16:55,,23:59,3.1601071,101.61272890000001,OK,DL
849,1249,PJD3,B,asanmuga,47800,D,DOM,N,2020-01-16 00:24:00,17:09,,23:59,3.1609605,101.6152446,OK,DL
850,1251,PJD3,B,asanmuga,47800,D,DOX,D,2020-01-16 09:03:00,17:16,,23:59,3.1601095,101.61455959999999,OK,DL
851,1256,PJD4,B,mcheeonn,47400,D,WPX,P,2020-01-16 09:03:00,10:41,,23:59,3.1160395,101.589825,OK,DL
852,1257,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 01:26:00,10:50,,23:59,3.1152883,101.5898993,OK,DL
853,1258,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:03:00,11:02,,23:59,3.1146981,101.5907786,OK,DL
854,1259,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:04:00,11:10,,23:59,3.1208709,101.5932003,OK,DL
855,1260,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:03:00,11:11,,23:59,3.1199329,101.59232490000001,OK,DL
856,1261,PJD4,B,mcheeonn,47410,D,WPX,P,2020-01-16 01:30:00,11:19,,23:59,3.1308777,101.59481,OK,DL
857,1262,PJD4,B,mcheeonn,47410,D,DOX,D,2020-01-16 09:03:00,11:20,,23:59,3.1308777,101.59481,OK,DL
858,1263,PJD4,B,mcheeonn,47410,D,DOM,N,2020-01-16 00:42:00,11:31,,23:59,3.1290798,101.5944489,OK,DL
859,1265,PJD4,B,mcheeonn,47410,D,DOX,D,2020-01-16 09:03:00,11:47,,23:59,3.133483,101.60014100000001,OK,DL
860,1266,PJD4,B,mcheeonn,47410,D,DOM,N,2020-01-16 00:14:00,11:49,,23:59,3.1335199,101.59951020000001,OK,DL
862,1268,PJD4,B,mcheeonn,47301,D,DOX,D,2020-01-16 09:03:00,12:05,,23:59,3.1184876,101.5955222,OK,DL
863,1269,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:04:00,12:07,,23:59,3.1185148,101.5954125,OK,DL
864,1270,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:03:00,12:10,,23:59,3.1165534,101.5954078,OK,DL
865,1271,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:04:00,12:17,,23:59,3.1163431,101.59416590000001,OK,DL
866,1272,PJD4,B,mcheeonn,47301,D,DOX,D,2020-01-16 09:03:00,12:23,,23:59,3.1171597999999996,101.5940671,OK,DL
867,1273,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:04:00,12:29,,23:59,3.117445,101.59400240000001,OK,DL
868,1274,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:03:00,12:32,,23:59,3.1175805,101.5935375,OK,DL
869,1275,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:04:00,12:37,,23:59,3.1181959,101.59414699999999,OK,DL
870,1276,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:04:00,12:56,,23:59,3.1174983,101.5953296,OK,DL
871,1277,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:04:00,13:08,,23:59,3.1196473,101.5987922,OK,DL
872,1278,PJD4,B,mcheeonn,47301,D,DOX,D,2020-01-16 09:03:00,13:11,,23:59,3.1198927000000003,101.5997333,OK,DL
874,1280,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:03:00,13:37,,23:59,3.1226067000000004,101.5962093,OK,DL
875,1281,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:03:00,13:40,,23:59,3.122576,101.59839659999999,OK,DL
876,1282,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:04:00,13:52,,23:59,3.1259074,101.5960352,OK,DL
877,1283,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:04:00,13:57,,23:59,3.1259634999999997,101.5959782,OK,DL
878,1284,PJD4,B,mcheeonn,47410,D,WPX,P,2020-01-16 09:04:00,14:08,,23:59,3.1291877,101.58073409999999,OK,DL
879,1285,PJD4,B,mcheeonn,47410,D,DOX,D,2020-01-15 08:48:00,14:12,,23:59,3.1286417,101.58118780000001,OK,DL
880,1286,PJD4,B,mcheeonn,47410,D,WPX,P,2020-01-16 09:03:00,14:15,,23:59,3.1305959999999997,101.57609190000001,OK,DL
881,1287,PJD4,B,mcheeonn,47410,D,WPX,P,2020-01-16 09:04:00,14:19,,23:59,3.1289954,101.5759561,OK,DL
882,1288,PJD4,B,mcheeonn,47410,D,WPX,P,2020-01-16 09:03:00,14:31,,23:59,3.1396632999999996,101.5949762,OK,DL
883,1289,PJD4,B,mcheeonn,47810,D,WPX,P,2020-01-16 01:31:00,14:39,,23:59,3.1436213,101.5979838,OK,DL
884,1290,PJD4,B,mcheeonn,47810,D,DOX,D,2020-01-16 09:03:00,14:50,,23:59,3.1467142000000003,101.60085440000002,OK,DL
885,1291,PJD4,B,mcheeonn,47810,D,WPX,P,2020-01-16 09:04:00,14:52,,23:59,3.1454666000000002,101.60022120000001,OK,DL
886,1292,PJD4,B,mcheeonn,47810,D,WPX,P,2020-01-16 09:04:00,14:58,,23:59,3.1485364,101.5981304,OK,DL
887,1293,PJD4,B,mcheeonn,47810,D,WPX,P,2020-01-16 09:04:00,15:09,,23:59,3.1488644,101.59286490000001,OK,DL
888,1294,PJD4,B,mcheeonn,47410,D,WPX,P,2020-01-16 09:04:00,15:17,,23:59,3.1441467,101.5898429,OK,DL
889,1295,PJD4,B,mcheeonn,47410,D,WPX,P,2020-01-16 09:04:00,15:24,,23:59,3.1459749,101.58820279999999,OK,DL
890,1297,PJD4,B,mcheeonn,46410,D,WPX,P,2020-01-16 09:04:00,15:39,,23:59,3.1459381,101.5956074,OK,DL
891,1299,PJD4,B,mcheeonn,47410,D,DOX,D,2020-01-16 09:03:00,15:52,,23:59,3.1316679,101.5944179,OK,DL
892,1300,PJD4,B,mcheeonn,47410,D,WPX,P,2020-01-15 08:51:00,15:55,,23:59,3.1318087,101.5943699,OK,DL
893,1301,PJD4,B,mcheeonn,47410,D,WPX,P,2020-01-16 09:04:00,16:00,,23:59,3.1326838,101.59351579999999,OK,DL
894,1305,PJD4,B,mcheeonn,47301,D,WPX,P,2020-01-16 09:04:00,16:27,,23:59,3.1197646,101.5988693,OK,DL
